cautious_with_crosses_trait,leadership_trait,team_player_trait,,,,,,,,
avoids_using_weaker_foot_trait,corner_specialist_trait,finesse_shot_trait,flair_trait,playmaker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,
comes_for_crosses_trait,gk_long_throw_trait,puncher_trait,,,,,,,,
skilled_dribbling_trait,dribbler_speciality,acrobat_speciality,clinical_finisher_speciality,,,,,,,
flair_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,playmaker_speciality,acrobat_speciality,,,,,
chip_shot_trait,finesse_shot_trait,injury_free_trait,skilled_dribbling_trait,takes_finesse_free_kicks_trait,tries_to_beat_defensive_line_trait,poacher_speciality,speedster_speciality,,,
injury_free_trait,leadership_trait,long_passer_trait,power_free_kick_trait,power_header_trait,tackling_speciality,tactician_speciality,,,,
long_passer_trait,long_throw_in_trait,tackling_speciality,strength_speciality,,,,,,,
dives_into_tackles_trait,power_header_trait,aerial_threat_speciality,tackling_speciality,tactician_speciality,,,,,,
avoids_using_weaker_foot_trait,long_passer_trait,playmaker_trait,tackling_speciality,tactician_speciality,,,,,,
finesse_shot_trait,flair_trait,playmaker_trait,technical_dribbler_trait,playmaker_speciality,,,,,,
avoids_using_weaker_foot_trait,comes_for_crosses_trait,rushes_out_of_goal_trait,,,,,,,,
leadership_trait,power_header_trait,tackling_speciality,tactician_speciality,,,,,,,
backs_into_player_trait,flair_trait,long_shot_taker_trait,power_header_trait,target_forward_trait,technical_dribbler_trait,poacher_speciality,aerial_threat_speciality,distance_shooter_speciality,strength_speciality,clinical_finisher_speciality
avoids_using_weaker_foot_trait,chip_shot_trait,diver_trait,injury_prone_trait,long_shot_taker_trait,selfish_trait,skilled_dribbling_trait,dribbler_speciality,distance_shooter_speciality,acrobat_speciality,
tackling_speciality,tactician_speciality,,,,,,,,,
playmaker_trait,dribbler_speciality,playmaker_speciality,tactician_speciality,acrobat_speciality,,,,,,
flair_trait,long_passer_trait,long_shot_taker_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,playmaker_speciality,strength_speciality,,,
flair_trait,long_shot_taker_trait,playmaker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,playmaker_speciality,crosser_speciality,free_kick_specialist_speciality,,,
dives_into_tackles_trait,leadership_trait,long_shot_taker_trait,engine_speciality,tackling_speciality,,,,,,
power_header_trait,tries_to_beat_defensive_line_trait,engine_speciality,,,,,,,,
flair_trait,dribbler_speciality,crosser_speciality,tactician_speciality,,,,,,,
long_shot_taker_trait,team_player_trait,playmaker_speciality,,,,,,,,
corner_specialist_trait,finesse_shot_trait,playmaker_speciality,,,,,,,,
avoids_using_weaker_foot_trait,finesse_shot_trait,flair_trait,playmaker_trait,takes_finesse_free_kicks_trait,playmaker_speciality,acrobat_speciality,,,,
X1_on_1_rush_trait,gk_long_throw_trait,puncher_trait,team_player_trait,,,,,,,
long_passer_trait,aerial_threat_speciality,tackling_speciality,tactician_speciality,,,,,,,
finesse_shot_trait,playmaker_trait,team_player_trait,technical_dribbler_trait,dribbler_speciality,playmaker_speciality,,,,,
long_shot_taker_trait,strength_speciality,clinical_finisher_speciality,,,,,,,,
corner_specialist_trait,flair_trait,playmaker_trait,technical_dribbler_trait,distance_shooter_speciality,crosser_speciality,free_kick_specialist_speciality,,,,
finesse_shot_trait,flair_trait,playmaker_trait,selfish_trait,technical_dribbler_trait,dribbler_speciality,clinical_finisher_speciality,,,,
injury_free_trait,power_header_trait,skilled_dribbling_trait,target_forward_trait,tries_to_beat_defensive_line_trait,poacher_speciality,strength_speciality,,,,
skilled_dribbling_trait,engine_speciality,,,,,,,,,
injury_free_trait,engine_speciality,,,,,,,,,
finesse_shot_trait,flair_trait,long_shot_taker_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,
backs_into_player_trait,finesse_shot_trait,injury_prone_trait,takes_finesse_free_kicks_trait,dribbler_speciality,distance_shooter_speciality,acrobat_speciality,clinical_finisher_speciality,,,
long_passer_trait,tackling_speciality,,,,,,,,,
long_passer_trait,long_shot_taker_trait,power_free_kick_trait,,,,,,,,
diver_trait,strength_speciality,,,,,,,,,
leadership_trait,long_shot_taker_trait,engine_speciality,tackling_speciality,tactician_speciality,,,,,,
dives_into_tackles_trait,injury_prone_trait,aerial_threat_speciality,tackling_speciality,tactician_speciality,,,,,,
diver_trait,finesse_shot_trait,flair_trait,long_shot_taker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,
dives_into_tackles_trait,injury_free_trait,long_throw_in_trait,tackling_speciality,strength_speciality,,,,,,
leadership_trait,team_player_trait,tackling_speciality,tactician_speciality,,,,,,,
corner_specialist_trait,long_passer_trait,playmaker_trait,playmaker_speciality,,,,,,,
backs_into_player_trait,flair_trait,injury_prone_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,,
dives_into_tackles_trait,tackling_speciality,tactician_speciality,,,,,,,,
cautious_with_crosses_trait,gk_long_throw_trait,puncher_trait,team_player_trait,,,,,,,
long_shot_taker_trait,skilled_dribbling_trait,acrobat_speciality,,,,,,,,
skilled_dribbling_trait,tries_to_beat_defensive_line_trait,,,,,,,,,
long_passer_trait,power_free_kick_trait,tackling_speciality,tactician_speciality,,,,,,,
long_shot_taker_trait,skilled_dribbling_trait,takes_finesse_free_kicks_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,,
long_passer_trait,playmaker_trait,playmaker_speciality,,,,,,,,
flair_trait,skilled_dribbling_trait,acrobat_speciality,,,,,,,,
cautious_with_crosses_trait,gk_long_throw_trait,gk_up_for_corners_trait,,,,,,,,
corner_specialist_trait,flair_trait,long_shot_taker_trait,playmaker_trait,skilled_dribbling_trait,dribbler_speciality,engine_speciality,acrobat_speciality,,,
comes_for_crosses_trait,rushes_out_of_goal_trait,saves_with_feet_trait,,,,,,,,
dives_into_tackles_trait,long_passer_trait,power_header_trait,strength_speciality,,,,,,,
speedster_speciality,acrobat_speciality,,,,,,,,,
flair_trait,injury_prone_trait,long_shot_taker_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,playmaker_speciality,,,,
injury_free_trait,long_throw_in_trait,tackling_speciality,,,,,,,,
avoids_using_weaker_foot_trait,chip_shot_trait,diver_trait,flair_trait,long_shot_taker_trait,dribbler_speciality,acrobat_speciality,,,,
finesse_shot_trait,long_shot_taker_trait,playmaker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,playmaker_speciality,free_kick_specialist_speciality,,,
flair_trait,injury_prone_trait,leadership_trait,long_shot_taker_trait,team_player_trait,,,,,,
power_free_kick_trait,tackling_speciality,tactician_speciality,,,,,,,,
finesse_shot_trait,injury_free_trait,team_player_trait,engine_speciality,,,,,,,
dives_into_tackles_trait,injury_prone_trait,leadership_trait,team_player_trait,strength_speciality,,,,,,
leadership_trait,tackling_speciality,tactician_speciality,strength_speciality,,,,,,,
dives_into_tackles_trait,power_header_trait,,,,,,,,,
long_shot_taker_trait,takes_finesse_free_kicks_trait,,,,,,,,,
avoids_using_weaker_foot_trait,flair_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,,
long_passer_trait,tackling_speciality,,,,,,,,,
flair_trait,long_shot_taker_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,,,,,,,
diver_trait,flair_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,
finesse_shot_trait,flair_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,,,,,,
injury_free_trait,power_header_trait,selfish_trait,tries_to_beat_defensive_line_trait,poacher_speciality,,,,,,
power_header_trait,aerial_threat_speciality,tackling_speciality,tactician_speciality,strength_speciality,,,,,,
dives_into_tackles_trait,tackling_speciality,,,,,,,,,
diver_trait,dives_into_tackles_trait,long_shot_taker_trait,playmaker_trait,engine_speciality,tactician_speciality,,,,,
injury_free_trait,aerial_threat_speciality,strength_speciality,,,,,,,,
injury_prone_trait,leadership_trait,,,,,,,,,
dives_into_tackles_trait,leadership_trait,playmaker_trait,team_player_trait,,,,,,,
target_forward_trait,poacher_speciality,,,,,,,,,
flair_trait,playmaker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,engine_speciality,acrobat_speciality,,,,
injury_prone_trait,leadership_trait,tactician_speciality,strength_speciality,,,,,,,
comes_for_crosses_trait,gk_up_for_corners_trait,leadership_trait,puncher_trait,saves_with_feet_trait,,,,,,
comes_for_crosses_trait,injury_prone_trait,rushes_out_of_goal_trait,,,,,,,,
finesse_shot_trait,playmaker_trait,takes_finesse_free_kicks_trait,playmaker_speciality,,,,,,,
injury_prone_trait,power_header_trait,strength_speciality,,,,,,,,
finesse_shot_trait,power_header_trait,target_forward_trait,aerial_threat_speciality,clinical_finisher_speciality,,,,,,
power_header_trait,tactician_speciality,,,,,,,,,
dives_into_tackles_trait,power_header_trait,,,,,,,,,
diver_trait,early_crosser_trait,flair_trait,power_free_kick_trait,crosser_speciality,,,,,,
long_shot_taker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,,
power_header_trait,target_forward_trait,tries_to_beat_defensive_line_trait,aerial_threat_speciality,,,,,,,
finesse_shot_trait,skilled_dribbling_trait,technical_dribbler_trait,dribbler_speciality,,,,,,,
flair_trait,skilled_dribbling_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,,
flair_trait,playmaker_trait,dribbler_speciality,acrobat_speciality,,,,,,,
corner_specialist_trait,technical_dribbler_trait,dribbler_speciality,,,,,,,,
playmaker_trait,technical_dribbler_trait,,,,,,,,,
dives_into_tackles_trait,aerial_threat_speciality,strength_speciality,,,,,,,,
comes_for_crosses_trait,long_passer_trait,rushes_out_of_goal_trait,,,,,,,,
flair_trait,injury_prone_trait,long_shot_taker_trait,skilled_dribbling_trait,engine_speciality,,,,,,
injury_free_trait,tackling_speciality,,,,,,,,,
finesse_shot_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,,
power_header_trait,tries_to_beat_defensive_line_trait,,,,,,,,,
backs_into_player_trait,flair_trait,technical_dribbler_trait,crosser_speciality,,,,,,,
finesse_shot_trait,long_passer_trait,playmaker_trait,strength_speciality,,,,,,,
diver_trait,finesse_shot_trait,flair_trait,long_shot_taker_trait,playmaker_trait,selfish_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,
injury_free_trait,long_passer_trait,strength_speciality,,,,,,,,
chip_shot_trait,flair_trait,technical_dribbler_trait,dribbler_speciality,engine_speciality,,,,,,
injury_free_trait,leadership_trait,strength_speciality,,,,,,,,
comes_for_crosses_trait,injury_free_trait,,,,,,,,,
cautious_with_crosses_trait,injury_prone_trait,,,,,,,,,
avoids_using_weaker_foot_trait,long_passer_trait,power_header_trait,aerial_threat_speciality,,,,,,,
chip_shot_trait,finesse_shot_trait,tries_to_beat_defensive_line_trait,acrobat_speciality,clinical_finisher_speciality,,,,,,
dives_into_tackles_trait,injury_free_trait,power_header_trait,,,,,,,,
flair_trait,injury_prone_trait,playmaker_trait,technical_dribbler_trait,playmaker_speciality,,,,,,
corner_specialist_trait,playmaker_trait,takes_finesse_free_kicks_trait,free_kick_specialist_speciality,,,,,,,
backs_into_player_trait,flair_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,,,
long_shot_taker_trait,technical_dribbler_trait,,,,,,,,,
power_header_trait,target_forward_trait,poacher_speciality,aerial_threat_speciality,strength_speciality,,,,,,
avoids_using_weaker_foot_trait,long_throw_in_trait,skilled_dribbling_trait,,,,,,,,
long_shot_taker_trait,technical_dribbler_trait,acrobat_speciality,,,,,,,,
injury_free_trait,strength_speciality,,,,,,,,,
injury_free_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,engine_speciality,,,,,,
flair_trait,long_shot_taker_trait,,,,,,,,,
backs_into_player_trait,flair_trait,long_shot_taker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,free_kick_specialist_speciality,acrobat_speciality,,,
avoids_using_weaker_foot_trait,flair_trait,outside_foot_shot_trait,selfish_trait,technical_dribbler_trait,acrobat_speciality,,,,,
dives_into_tackles_trait,flair_trait,power_header_trait,tries_to_beat_defensive_line_trait,aerial_threat_speciality,engine_speciality,strength_speciality,,,,
flair_trait,injury_prone_trait,playmaker_trait,technical_dribbler_trait,engine_speciality,,,,,,
injury_prone_trait,power_header_trait,team_player_trait,,,,,,,,
flair_trait,playmaker_trait,,,,,,,,,
avoids_using_weaker_foot_trait,gk_up_for_corners_trait,injury_free_trait,team_player_trait,,,,,,,
comes_for_crosses_trait,rushes_out_of_goal_trait,,,,,,,,,
flair_trait,long_shot_taker_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,free_kick_specialist_speciality,,,,,
finesse_shot_trait,technical_dribbler_trait,clinical_finisher_speciality,,,,,,,,
long_throw_in_trait,team_player_trait,crosser_speciality,,,,,,,,
injury_prone_trait,long_passer_trait,,,,,,,,,
avoids_using_weaker_foot_trait,backs_into_player_trait,skilled_dribbling_trait,team_player_trait,engine_speciality,,,,,,
avoids_using_weaker_foot_trait,technical_dribbler_trait,strength_speciality,,,,,,,,
backs_into_player_trait,corner_specialist_trait,flair_trait,long_passer_trait,playmaker_trait,dribbler_speciality,playmaker_speciality,,,,
injury_prone_trait,leadership_trait,power_header_trait,team_player_trait,,,,,,,
corner_specialist_trait,injury_prone_trait,playmaker_trait,takes_finesse_free_kicks_trait,,,,,,,
comes_for_crosses_trait,team_player_trait,,,,,,,,,
flair_trait,injury_prone_trait,long_shot_taker_trait,playmaker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,playmaker_speciality,,,,
dives_into_tackles_trait,team_player_trait,tactician_speciality,,,,,,,,
corner_specialist_trait,long_shot_taker_trait,playmaker_trait,crosser_speciality,free_kick_specialist_speciality,,,,,,
diver_trait,flair_trait,selfish_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,,
leadership_trait,team_player_trait,tactician_speciality,,,,,,,,
gk_long_throw_trait,leadership_trait,puncher_trait,rushes_out_of_goal_trait,,,,,,,
diver_trait,flair_trait,long_shot_taker_trait,outside_foot_shot_trait,technical_dribbler_trait,dribbler_speciality,crosser_speciality,acrobat_speciality,,,
injury_free_trait,long_shot_taker_trait,playmaker_trait,takes_finesse_free_kicks_trait,free_kick_specialist_speciality,strength_speciality,,,,,
cautious_with_crosses_trait,gk_long_throw_trait,leadership_trait,,,,,,,,
comes_for_crosses_trait,puncher_trait,rushes_out_of_goal_trait,,,,,,,,
avoids_using_weaker_foot_trait,flair_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,dribbler_speciality,,,,,
long_shot_taker_trait,power_header_trait,,,,,,,,,
backs_into_player_trait,chip_shot_trait,flair_trait,technical_dribbler_trait,dribbler_speciality,,,,,,
finesse_shot_trait,flair_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,,,,,,
avoids_using_weaker_foot_trait,flair_trait,long_shot_taker_trait,technical_dribbler_trait,dribbler_speciality,,,,,,
diver_trait,injury_free_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,,,,,,
finesse_shot_trait,flair_trait,skilled_dribbling_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,speedster_speciality,dribbler_speciality,,,,
flair_trait,long_shot_taker_trait,power_free_kick_trait,selfish_trait,technical_dribbler_trait,acrobat_speciality,,,,,
tries_to_beat_defensive_line_trait,engine_speciality,,,,,,,,,
avoids_using_weaker_foot_trait,flair_trait,injury_free_trait,outside_foot_shot_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,poacher_speciality,,,,
chip_shot_trait,flair_trait,long_shot_taker_trait,technical_dribbler_trait,,,,,,,
flair_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,playmaker_speciality,,,,,,
playmaker_trait,technical_dribbler_trait,,,,,,,,,
flair_trait,selfish_trait,,,,,,,,,
long_passer_trait,power_header_trait,,,,,,,,,
dives_into_tackles_trait,power_header_trait,,,,,,,,,
playmaker_trait,engine_speciality,,,,,,,,,
flair_trait,long_shot_taker_trait,selfish_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,,
flair_trait,skilled_dribbling_trait,speedster_speciality,acrobat_speciality,,,,,,,
avoids_using_weaker_foot_trait,corner_specialist_trait,long_shot_taker_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,,,,,
diver_trait,flair_trait,selfish_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,
dives_into_tackles_trait,power_header_trait,strength_speciality,,,,,,,,
avoids_using_weaker_foot_trait,dives_into_tackles_trait,long_passer_trait,power_header_trait,,,,,,,
flair_trait,selfish_trait,skilled_dribbling_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,
diver_trait,finesse_shot_trait,long_shot_taker_trait,skilled_dribbling_trait,,,,,,,
long_passer_trait,power_header_trait,tackling_speciality,,,,,,,,
avoids_using_weaker_foot_trait,long_passer_trait,long_shot_taker_trait,power_free_kick_trait,,,,,,,
playmaker_trait,technical_dribbler_trait,dribbler_speciality,,,,,,,,
corner_specialist_trait,flair_trait,injury_free_trait,acrobat_speciality,,,,,,,
power_header_trait,tries_to_beat_defensive_line_trait,strength_speciality,,,,,,,,
avoids_using_weaker_foot_trait,flair_trait,skilled_dribbling_trait,dribbler_speciality,,,,,,,
dives_into_tackles_trait,injury_free_trait,team_player_trait,tactician_speciality,,,,,,,
flair_trait,injury_prone_trait,long_shot_taker_trait,skilled_dribbling_trait,takes_finesse_free_kicks_trait,acrobat_speciality,,,,,
diver_trait,flair_trait,long_shot_taker_trait,power_free_kick_trait,selfish_trait,technical_dribbler_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,
avoids_using_weaker_foot_trait,flair_trait,long_shot_taker_trait,skilled_dribbling_trait,speedster_speciality,acrobat_speciality,,,,,
avoids_using_weaker_foot_trait,injury_free_trait,,,,,,,,,
power_header_trait,strength_speciality,,,,,,,,,
backs_into_player_trait,leadership_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,dribbler_speciality,,,,,
avoids_using_weaker_foot_trait,backs_into_player_trait,flair_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,dribbler_speciality,acrobat_speciality,,,,
flair_trait,long_shot_taker_trait,power_free_kick_trait,selfish_trait,technical_dribbler_trait,,,,,,
injury_prone_trait,long_shot_taker_trait,engine_speciality,,,,,,,,
corner_specialist_trait,injury_free_trait,long_shot_taker_trait,playmaker_trait,takes_finesse_free_kicks_trait,crosser_speciality,free_kick_specialist_speciality,,,,
finesse_shot_trait,flair_trait,selfish_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,
diver_trait,flair_trait,selfish_trait,technical_dribbler_trait,,,,,,,
early_crosser_trait,leadership_trait,long_passer_trait,team_player_trait,engine_speciality,,,,,,
leadership_trait,playmaker_trait,clinical_finisher_speciality,,,,,,,,
dives_into_tackles_trait,injury_prone_trait,,,,,,,,,
gk_long_throw_trait,leadership_trait,rushes_out_of_goal_trait,team_player_trait,,,,,,,
leadership_trait,long_passer_trait,,,,,,,,,
flair_trait,technical_dribbler_trait,engine_speciality,,,,,,,,
leadership_trait,power_header_trait,aerial_threat_speciality,strength_speciality,,,,,,,
target_forward_trait,aerial_threat_speciality,strength_speciality,,,,,,,,
dives_into_tackles_trait,injury_free_trait,long_throw_in_trait,power_header_trait,,,,,,,
finesse_shot_trait,tries_to_beat_defensive_line_trait,poacher_speciality,,,,,,,,
long_passer_trait,long_shot_taker_trait,playmaker_trait,,,,,,,,
dives_into_tackles_trait,injury_prone_trait,engine_speciality,tactician_speciality,,,,,,,
outside_foot_shot_trait,tries_to_beat_defensive_line_trait,,,,,,,,,
puncher_trait,rushes_out_of_goal_trait,,,,,,,,,
comes_for_crosses_trait,saves_with_feet_trait,,,,,,,,,
power_free_kick_trait,power_header_trait,aerial_threat_speciality,,,,,,,,
finesse_shot_trait,flair_trait,injury_prone_trait,long_shot_taker_trait,outside_foot_shot_trait,selfish_trait,,,,,
finesse_shot_trait,flair_trait,technical_dribbler_trait,,,,,,,,
avoids_using_weaker_foot_trait,gk_long_throw_trait,injury_prone_trait,puncher_trait,team_player_trait,,,,,,
backs_into_player_trait,playmaker_trait,technical_dribbler_trait,,,,,,,,
injury_free_trait,leadership_trait,long_passer_trait,,,,,,,,
early_crosser_trait,takes_finesse_free_kicks_trait,team_player_trait,crosser_speciality,,,,,,,
playmaker_trait,takes_finesse_free_kicks_trait,,,,,,,,,
injury_free_trait,puncher_trait,,,,,,,,,
leadership_trait,puncher_trait,,,,,,,,,
injury_prone_trait,target_forward_trait,tries_to_beat_defensive_line_trait,strength_speciality,,,,,,,
finesse_shot_trait,technical_dribbler_trait,dribbler_speciality,,,,,,,,
finesse_shot_trait,flair_trait,injury_prone_trait,playmaker_trait,technical_dribbler_trait,,,,,,
finesse_shot_trait,flair_trait,long_shot_taker_trait,tries_to_beat_defensive_line_trait,,,,,,,
flair_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,acrobat_speciality,,,,,,
flair_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,dribbler_speciality,acrobat_speciality,,,,,,
skilled_dribbling_trait,speedster_speciality,acrobat_speciality,,,,,,,,
flair_trait,outside_foot_shot_trait,skilled_dribbling_trait,technical_dribbler_trait,speedster_speciality,acrobat_speciality,,,,,
corner_specialist_trait,flair_trait,playmaker_trait,skilled_dribbling_trait,takes_finesse_free_kicks_trait,acrobat_speciality,,,,,
injury_free_trait,playmaker_trait,tactician_speciality,,,,,,,,
flair_trait,power_header_trait,target_forward_trait,tries_to_beat_defensive_line_trait,aerial_threat_speciality,engine_speciality,,,,,
chip_shot_trait,flair_trait,long_shot_taker_trait,selfish_trait,technical_dribbler_trait,dribbler_speciality,,,,,
dives_into_tackles_trait,long_passer_trait,long_shot_taker_trait,,,,,,,,
avoids_using_weaker_foot_trait,skilled_dribbling_trait,speedster_speciality,,,,,,,,
leadership_trait,long_passer_trait,,,,,,,,,
flair_trait,selfish_trait,skilled_dribbling_trait,tries_to_beat_defensive_line_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,
skilled_dribbling_trait,takes_finesse_free_kicks_trait,,,,,,,,,
flair_trait,long_shot_taker_trait,acrobat_speciality,,,,,,,,
diver_trait,dives_into_tackles_trait,tries_to_beat_defensive_line_trait,speedster_speciality,engine_speciality,,,,,,
corner_specialist_trait,flair_trait,long_shot_taker_trait,outside_foot_shot_trait,playmaker_trait,takes_finesse_free_kicks_trait,playmaker_speciality,crosser_speciality,,,
injury_free_trait,power_header_trait,,,,,,,,,
skilled_dribbling_trait,speedster_speciality,,,,,,,,,
dives_into_tackles_trait,flair_trait,power_header_trait,target_forward_trait,tries_to_beat_defensive_line_trait,strength_speciality,,,,,
outside_foot_shot_trait,engine_speciality,,,,,,,,,
finesse_shot_trait,flair_trait,long_shot_taker_trait,skilled_dribbling_trait,speedster_speciality,dribbler_speciality,acrobat_speciality,,,,
flair_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,,,,,,,
injury_free_trait,leadership_trait,,,,,,,,,
flair_trait,injury_free_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,tries_to_beat_defensive_line_trait,acrobat_speciality,,,,,
leadership_trait,technical_dribbler_trait,,,,,,,,,
long_shot_taker_trait,playmaker_trait,skilled_dribbling_trait,,,,,,,,
skilled_dribbling_trait,tries_to_beat_defensive_line_trait,,,,,,,,,
flair_trait,selfish_trait,technical_dribbler_trait,dribbler_speciality,,,,,,,
dives_into_tackles_trait,long_passer_trait,long_shot_taker_trait,tactician_speciality,,,,,,,
power_header_trait,engine_speciality,,,,,,,,,
dives_into_tackles_trait,aerial_threat_speciality,strength_speciality,,,,,,,,
long_passer_trait,strength_speciality,,,,,,,,,
flair_trait,technical_dribbler_trait,engine_speciality,acrobat_speciality,,,,,,,
dives_into_tackles_trait,strength_speciality,,,,,,,,,
finesse_shot_trait,flair_trait,playmaker_trait,technical_dribbler_trait,dribbler_speciality,,,,,,
corner_specialist_trait,early_crosser_trait,long_throw_in_trait,crosser_speciality,,,,,,,
flair_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,,,,
long_shot_taker_trait,takes_finesse_free_kicks_trait,engine_speciality,,,,,,,,
flair_trait,technical_dribbler_trait,dribbler_speciality,acrobat_speciality,,,,,,,
comes_for_crosses_trait,gk_long_throw_trait,puncher_trait,,,,,,,,
injury_prone_trait,aerial_threat_speciality,,,,,,,,,
avoids_using_weaker_foot_trait,injury_prone_trait,technical_dribbler_trait,,,,,,,,
flair_trait,injury_prone_trait,long_shot_taker_trait,playmaker_trait,dribbler_speciality,,,,,,
comes_for_crosses_trait,rushes_out_of_goal_trait,,,,,,,,,
flair_trait,takes_finesse_free_kicks_trait,technical_dribbler_trait,,,,,,,,
dives_into_tackles_trait,power_free_kick_trait,engine_speciality,,,,,,,,
